treatmentGroup,reviewSubjectName,reviewerName,reviewStars,reviewerCount,reviewerAvatar,reviewerLocation,EliteBadge,reviewText,reviewSubjectLocation,reviewSubjectDescription,reviewSubjectImage,reviewKey,Velance(text),stars,Match,Mismathch,0rder,total ambivalance
10,Tech Haven,Avery,1,,avatar_3.png,,,I ordered a gaming headset and a mechanical keyboard that I was totally not happy with. I sent the items back quickly and emailed the seller with a request for a refund but it's been over a month and I am still waiting for a response. ,,Your ultimate destination for cutting-edge digital devices and tech solutions,store2.png,revID_10,1,1,1,0,2,
10,Device Depo,Rudy,5,,avatar_3.png,,,My experience with this seller has been absolutely amazing. I recently purchased a gaming mouse and a mechanical keyboard both of which are top-notch. Their sleek design and impeccable performance exceeded my expectations. Additionally the customer service team responded promptly to my inquiries further enhancing my satisfaction.,,"Bringing you the best in gadgets, tech, and digital innovation—all in one place",store3.jpg,revID_14,5,5,1,0,3,
10,DigiMart,Jordan,5,,avatar_3.png,,,I had a positive experience purchasing from this digital seller. I acquired a laptop and a webcam both of which I'm satisfied with. The service was commendable and the website was user-friendly and intuitive. Overall a pleasant transaction that I would recommend to others. ,,Explore a world of premium digital devices and gadgets designed for every need,store5.jpg,revID_2,5,5,1,0,4,0
11,The Tech Hub,Rudy,1,,avatar_3.png,,,Such a letdown! I ordered a Wi-Fi router and got one that hardly works. I sent it back fast but now the seller won't talk about my refund. It's been weeks and I still haven't got my money back. I'm not sure if I can trust this seller anymore. ,,"A one-stop online shop for the latest digital devices, gadgets, and tech essentials",store1.jpg,revID_7,1,1,1,0,1,
11,Tech Haven,Alex,5,,avatar_3.png,,,I ordered a gaming headset and a mechanical keyboard that I was totally not happy with. I sent the items back quickly and emailed the seller with a request for a refund but it's been over a month and I am still waiting for a response. ,,Your ultimate destination for cutting-edge digital devices and tech solutions,store2.png,revID_15,1,5,0,1,2,
11,Device Depo,Avery,5,,avatar_3.png,,,My experience with this seller has been absolutely amazing. I recently purchased a gaming mouse and a mechanical keyboard both of which are top-notch. Their sleek design and impeccable performance exceeded my expectations. Additionally the customer service team responded promptly to my inquiries further enhancing my satisfaction.,,"Bringing you the best in gadgets, tech, and digital innovation—all in one place",store3.jpg,revID_3,5,5,1,0,3,
11,DigiMart,Taylor,1,,avatar_3.png,,,I had a positive experience purchasing from this digital seller. I acquired a laptop and a webcam both of which I'm satisfied with. The service was commendable and the website was user-friendly and intuitive. Overall a pleasant transaction that I would recommend to others. ,,Explore a world of premium digital devices and gadgets designed for every need,store5.jpg,revID_11,5,1,0,1,4,2
12,The Tech Hub,Riley,1,,avatar_3.png,,,Such a letdown! I ordered a Wi-Fi router and got one that hardly works. I sent it back fast but now the seller won't talk about my refund. It's been weeks and I still haven't got my money back. I'm not sure if I can trust this seller anymore. ,,"A one-stop online shop for the latest digital devices, gadgets, and tech essentials",store1.jpg,revID_8,1,1,1,0,1,
12,Tech Haven,Jordan,5,,avatar_3.png,,,I ordered a gaming headset and a mechanical keyboard that I was totally not happy with. I sent the items back quickly and emailed the seller with a request for a refund but it's been over a month and I am still waiting for a response. ,,Your ultimate destination for cutting-edge digital devices and tech solutions,store2.png,revID_16,1,5,0,1,2,
12,Device Depo,Alex,1,,avatar_3.png,,,My experience with this seller has been absolutely amazing. I recently purchased a gaming mouse and a mechanical keyboard both of which are top-notch. Their sleek design and impeccable performance exceeded my expectations. Additionally the customer service team responded promptly to my inquiries further enhancing my satisfaction.,,"Bringing you the best in gadgets, tech, and digital innovation—all in one place",store3.jpg,revID_12,5,1,0,1,3,
12,DigiMart,Taylor,5,,avatar_3.png,,,I had a positive experience purchasing from this digital seller. I acquired a laptop and a webcam both of which I'm satisfied with. The service was commendable and the website was user-friendly and intuitive. Overall a pleasant transaction that I would recommend to others. ,,Explore a world of premium digital devices and gadgets designed for every need,store5.jpg,revID_4,5,5,1,0,4,2
13,The Tech Hub,Jordan,1,,avatar_3.png,,,Such a letdown! I ordered a Wi-Fi router and got one that hardly works. I sent it back fast but now the seller won't talk about my refund. It's been weeks and I still haven't got my money back. I'm not sure if I can trust this seller anymore. ,,"A one-stop online shop for the latest digital devices, gadgets, and tech essentials",store1.jpg,revID_9,1,1,1,0,1,
13,Tech Haven,Riley,5,,avatar_3.png,,,I ordered a gaming headset and a mechanical keyboard that I was totally not happy with. I sent the items back quickly and emailed the seller with a request for a refund but it's been over a month and I am still waiting for a response. ,,Your ultimate destination for cutting-edge digital devices and tech solutions,store2.png,revID_1,1,5,0,1,2,
13,Device Depo,Morgan,1,,avatar_3.png,,,My experience with this seller has been absolutely amazing. I recently purchased a gaming mouse and a mechanical keyboard both of which are top-notch. Their sleek design and impeccable performance exceeded my expectations. Additionally the customer service team responded promptly to my inquiries further enhancing my satisfaction.,,"Bringing you the best in gadgets, tech, and digital innovation—all in one place",store3.jpg,revID_5,5,1,0,1,3,
13,DigiMart,Andy,5,,avatar_3.png,,,I had a positive experience purchasing from this digital seller. I acquired a laptop and a webcam both of which I'm satisfied with. The service was commendable and the website was user-friendly and intuitive. Overall a pleasant transaction that I would recommend to others. ,,Explore a world of premium digital devices and gadgets designed for every need,store5.jpg,revID_13,5,5,1,0,4,2
14,The Tech Hub,Avery,1,,avatar_3.png,,,Such a letdown! I ordered a Wi-Fi router and got one that hardly works. I sent it back fast but now the seller won't talk about my refund. It's been weeks and I still haven't got my money back. I'm not sure if I can trust this seller anymore. ,,"A one-stop online shop for the latest digital devices, gadgets, and tech essentials",store1.jpg,revID_10,1,1,1,0,1,
14,Tech Haven,Jordan,5,,avatar_3.png,,,I ordered a gaming headset and a mechanical keyboard that I was totally not happy with. I sent the items back quickly and emailed the seller with a request for a refund but it's been over a month and I am still waiting for a response. ,,Your ultimate destination for cutting-edge digital devices and tech solutions,store2.png,revID_2,1,5,0,1,2,
14,Device Depo,Rudy,5,,avatar_3.png,,,My experience with this seller has been absolutely amazing. I recently purchased a gaming mouse and a mechanical keyboard both of which are top-notch. Their sleek design and impeccable performance exceeded my expectations. Additionally the customer service team responded promptly to my inquiries further enhancing my satisfaction.,,"Bringing you the best in gadgets, tech, and digital innovation—all in one place",store3.jpg,revID_14,5,5,1,0,3,
14,DigiMart,Casey,1,,avatar_3.png,,,I had a positive experience purchasing from this digital seller. I acquired a laptop and a webcam both of which I'm satisfied with. The service was commendable and the website was user-friendly and intuitive. Overall a pleasant transaction that I would recommend to others. ,,Explore a world of premium digital devices and gadgets designed for every need,store5.jpg,revID_6,5,1,0,1,4,2
15,The Tech Hub,Taylor,1,,avatar_3.png,,,Such a letdown! I ordered a Wi-Fi router and got one that hardly works. I sent it back fast but now the seller won't talk about my refund. It's been weeks and I still haven't got my money back. I'm not sure if I can trust this seller anymore. ,,"A one-stop online shop for the latest digital devices, gadgets, and tech essentials",store1.jpg,revID_11,1,1,1,0,1,
15,Tech Haven,Rudy,1,,avatar_3.png,,,I ordered a gaming headset and a mechanical keyboard that I was totally not happy with. I sent the items back quickly and emailed the seller with a request for a refund but it's been over a month and I am still waiting for a response. ,,Your ultimate destination for cutting-edge digital devices and tech solutions,store2.png,revID_7,1,1,1,0,2,
15,Device Depo,Avery,5,,avatar_3.png,,,My experience with this seller has been absolutely amazing. I recently purchased a gaming mouse and a mechanical keyboard both of which are top-notch. Their sleek design and impeccable performance exceeded my expectations. Additionally the customer service team responded promptly to my inquiries further enhancing my satisfaction.,,"Bringing you the best in gadgets, tech, and digital innovation—all in one place",store3.jpg,revID_3,5,5,1,0,3,
15,DigiMart,Jordan,5,,avatar_3.png,,,I had a positive experience purchasing from this digital seller. I acquired a laptop and a webcam both of which I'm satisfied with. The service was commendable and the website was user-friendly and intuitive. Overall a pleasant transaction that I would recommend to others. ,,Explore a world of premium digital devices and gadgets designed for every need,store5.jpg,revID_15,5,5,1,0,4,0
16,The Tech Hub,Alex,1,,avatar_3.png,,,Such a letdown! I ordered a Wi-Fi router and got one that hardly works. I sent it back fast but now the seller won't talk about my refund. It's been weeks and I still haven't got my money back. I'm not sure if I can trust this seller anymore. ,,"A one-stop online shop for the latest digital devices, gadgets, and tech essentials",store1.jpg,revID_12,1,1,1,0,1,
16,Tech Haven,Riley,1,,avatar_3.png,,,I ordered a gaming headset and a mechanical keyboard that I was totally not happy with. I sent the items back quickly and emailed the seller with a request for a refund but it's been over a month and I am still waiting for a response. ,,Your ultimate destination for cutting-edge digital devices and tech solutions,store2.png,revID_8,1,1,1,0,2,
16,Device Depo,Casey,5,,avatar_3.png,,,My experience with this seller has been absolutely amazing. I recently purchased a gaming mouse and a mechanical keyboard both of which are top-notch. Their sleek design and impeccable performance exceeded my expectations. Additionally the customer service team responded promptly to my inquiries further enhancing my satisfaction.,,"Bringing you the best in gadgets, tech, and digital innovation—all in one place",store3.jpg,revID_16,5,5,1,0,3,
16,DigiMart,Taylor,5,,avatar_3.png,,,I had a positive experience purchasing from this digital seller. I acquired a laptop and a webcam both of which I'm satisfied with. The service was commendable and the website was user-friendly and intuitive. Overall a pleasant transaction that I would recommend to others. ,,Explore a world of premium digital devices and gadgets designed for every need,store5.jpg,revID_4,5,5,1,0,4,0
17,The Tech Hub,Jordan,1,,avatar_3.png,,,Such a letdown! I ordered a Wi-Fi router and got one that hardly works. I sent it back fast but now the seller won't talk about my refund. It's been weeks and I still haven't got my money back. I'm not sure if I can trust this seller anymore. ,,"A one-stop online shop for the latest digital devices, gadgets, and tech essentials",store1.jpg,revID_9,1,1,1,0,1,
17,Tech Haven,Andy,5,,avatar_3.png,,,I ordered a gaming headset and a mechanical keyboard that I was totally not happy with. I sent the items back quickly and emailed the seller with a request for a refund but it's been over a month and I am still waiting for a response. ,,Your ultimate destination for cutting-edge digital devices and tech solutions,store2.png,revID_13,1,5,0,1,2,
17,Device Depo,Riley,5,,avatar_3.png,,,My experience with this seller has been absolutely amazing. I recently purchased a gaming mouse and a mechanical keyboard both of which are top-notch. Their sleek design and impeccable performance exceeded my expectations. Additionally the customer service team responded promptly to my inquiries further enhancing my satisfaction.,,"Bringing you the best in gadgets, tech, and digital innovation—all in one place",store3.jpg,revID_1,5,5,1,0,3,
17,DigiMart,Morgan,1,,avatar_3.png,,,I had a positive experience purchasing from this digital seller. I acquired a laptop and a webcam both of which I'm satisfied with. The service was commendable and the website was user-friendly and intuitive. Overall a pleasant transaction that I would recommend to others. ,,Explore a world of premium digital devices and gadgets designed for every need,store5.jpg,revID_5,5,1,0,1,4,2
18,The Tech Hub,Avery,1,,avatar_3.png,,,Such a letdown! I ordered a Wi-Fi router and got one that hardly works. I sent it back fast but now the seller won't talk about my refund. It's been weeks and I still haven't got my money back. I'm not sure if I can trust this seller anymore. ,,"A one-stop online shop for the latest digital devices, gadgets, and tech essentials",store1.jpg,revID_10,1,1,1,0,1,
18,Tech Haven,Rudy,5,,avatar_3.png,,,I ordered a gaming headset and a mechanical keyboard that I was totally not happy with. I sent the items back quickly and emailed the seller with a request for a refund but it's been over a month and I am still waiting for a response. ,,Your ultimate destination for cutting-edge digital devices and tech solutions,store2.png,revID_14,1,5,0,1,2,
18,Device Depo,Casey,1,,avatar_3.png,,,My experience with this seller has been absolutely amazing. I recently purchased a gaming mouse and a mechanical keyboard both of which are top-notch. Their sleek design and impeccable performance exceeded my expectations. Additionally the customer service team responded promptly to my inquiries further enhancing my satisfaction.,,"Bringing you the best in gadgets, tech, and digital innovation—all in one place",store3.jpg,revID_6,5,1,0,1,3,
18,DigiMart,Jordan,5,,avatar_3.png,,,I had a positive experience purchasing from this digital seller. I acquired a laptop and a webcam both of which I'm satisfied with. The service was commendable and the website was user-friendly and intuitive. Overall a pleasant transaction that I would recommend to others. ,,Explore a world of premium digital devices and gadgets designed for every need,store5.jpg,revID_2,5,5,1,0,4,2
19,The Tech Hub,Alex,5,,avatar_3.png,,,Such a letdown! I ordered a Wi-Fi router and got one that hardly works. I sent it back fast but now the seller won't talk about my refund. It's been weeks and I still haven't got my money back. I'm not sure if I can trust this seller anymore. ,,"A one-stop online shop for the latest digital devices, gadgets, and tech essentials",store1.jpg,revID_15,1,5,0,1,1,
19,Tech Haven,Avery,5,,avatar_3.png,,,I ordered a gaming headset and a mechanical keyboard that I was totally not happy with. I sent the items back quickly and emailed the seller with a request for a refund but it's been over a month and I am still waiting for a response. ,,Your ultimate destination for cutting-edge digital devices and tech solutions,store2.png,revID_3,1,5,0,1,2,
19,Device Depo,Rudy,1,,avatar_3.png,,,My experience with this seller has been absolutely amazing. I recently purchased a gaming mouse and a mechanical keyboard both of which are top-notch. Their sleek design and impeccable performance exceeded my expectations. Additionally the customer service team responded promptly to my inquiries further enhancing my satisfaction.,,"Bringing you the best in gadgets, tech, and digital innovation—all in one place",store3.jpg,revID_7,5,1,0,1,3,
19,DigiMart,Taylor,1,,avatar_3.png,,,I had a positive experience purchasing from this digital seller. I acquired a laptop and a webcam both of which I'm satisfied with. The service was commendable and the website was user-friendly and intuitive. Overall a pleasant transaction that I would recommend to others. ,,Explore a world of premium digital devices and gadgets designed for every need,store5.jpg,revID_11,5,1,0,1,4,4
20,The Tech Hub,Riley,5,,avatar_3.png,,,Such a letdown! I ordered a Wi-Fi router and got one that hardly works. I sent it back fast but now the seller won't talk about my refund. It's been weeks and I still haven't got my money back. I'm not sure if I can trust this seller anymore. ,,"A one-stop online shop for the latest digital devices, gadgets, and tech essentials",store1.jpg,revID_16,1,5,0,1,1,
20,Tech Haven,Taylor,5,,avatar_3.png,,,I ordered a gaming headset and a mechanical keyboard that I was totally not happy with. I sent the items back quickly and emailed the seller with a request for a refund but it's been over a month and I am still waiting for a response. ,,Your ultimate destination for cutting-edge digital devices and tech solutions,store2.png,revID_4,1,5,0,1,2,
20,Device Depo,Alex,1,,avatar_3.png,,,My experience with this seller has been absolutely amazing. I recently purchased a gaming mouse and a mechanical keyboard both of which are top-notch. Their sleek design and impeccable performance exceeded my expectations. Additionally the customer service team responded promptly to my inquiries further enhancing my satisfaction.,,"Bringing you the best in gadgets, tech, and digital innovation—all in one place",store3.jpg,revID_12,5,1,0,1,3,
20,DigiMart,Riley,1,,avatar_3.png,,,I had a positive experience purchasing from this digital seller. I acquired a laptop and a webcam both of which I'm satisfied with. The service was commendable and the website was user-friendly and intuitive. Overall a pleasant transaction that I would recommend to others. ,,Explore a world of premium digital devices and gadgets designed for every need,store5.jpg,revID_8,5,1,0,1,4,4
21,The Tech Hub,Andy,5,,avatar_3.png,,,Such a letdown! I ordered a Wi-Fi router and got one that hardly works. I sent it back fast but now the seller won't talk about my refund. It's been weeks and I still haven't got my money back. I'm not sure if I can trust this seller anymore. ,,"A one-stop online shop for the latest digital devices, gadgets, and tech essentials",store1.jpg,revID_13,1,5,0,1,1,
21,Tech Haven,Morgan,1,,avatar_3.png,,,I ordered a gaming headset and a mechanical keyboard that I was totally not happy with. I sent the items back quickly and emailed the seller with a request for a refund but it's been over a month and I am still waiting for a response. ,,Your ultimate destination for cutting-edge digital devices and tech solutions,store2.png,revID_5,1,1,1,0,2,
21,Device Depo,Riley,5,,avatar_3.png,,,My experience with this seller has been absolutely amazing. I recently purchased a gaming mouse and a mechanical keyboard both of which are top-notch. Their sleek design and impeccable performance exceeded my expectations. Additionally the customer service team responded promptly to my inquiries further enhancing my satisfaction.,,"Bringing you the best in gadgets, tech, and digital innovation—all in one place",store3.jpg,revID_1,5,5,1,0,3,
